Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary
< num >,< num >,canadafreepress.com,conspiracy,< url >,"subscribe canada free press free hand sanitizers work ? washington — alcohol-based hand sanitizers ubiquitous little squeeze-bottle heroes airports hospitals , allies cold flu season , supposedly effective huge variety disease-causing viruses bacteria . ’ really hand sanitizers ? true kill < num > % germs , popular brands claim ? american chemical society , acs congressionally chartered independent membership organization represents professionals degree levels fields chemistry sciences involve chemistry . please adhere commenting policy avoid banned . privately owned website , reserve right remove comment ban user time.comments contain spam , advertising , vulgarity , threats violence , racism , anti-semitism , personal abusive attacks users may removed result ban. -- follow instructions registering",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,hand sanitizers work ?,"american chemical society , without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"subscribe canada free press free supply physicians canada : projections assessment canada almost < num > per cent fewer doctors per capita oecd average vancouver—the number doctors canada ( per person ) lags far behind developed countries , current trends continue , canada likely ’ close gap coming years , finds new study released today fraser institute , independent , non-partisan canadian public policy think-tank . “ physicians play crucial role canada ’ health-care system , compared developed countries , canada low ratio physicians people , ” said steven globerman , international business professor western washington university , fraser institute senior fellow co-author supply physicians canada : projections assessment . study finds < num > , canada < num > doctors per < num > , < num > people . ’ almost < num > per cent lower < num > per < num > , < num > person average developed countries organization economic co-operation development ( oecd ) , group developed high-income countries like canada . crucially , projecting number doctors canada future years—assuming current medical school enrolment foreign-trained doctor trends continue—canada < num > doctors per < num > , < num > people < num > , still well < num > oecd average . “ unless current trends reversed , increasing scarcity doctors looms large canada ’ future , ” globerman said . “ policymakers think relatively doctors affect canadian patients health-care system broadly. ” media contact : bryn weese , media relations specialist , fraser institute , . ( javascript must enabled view email address ) fraser institute independent canadian public policy research educational organization offices vancouver , calgary , toronto , montreal ties global network < num > think-tanks . mission measure , study , communicate impact competitive markets government intervention welfare individuals . protect institute ’ independence , accept grants governments contracts research . visit fraserinstitute.org . follow fraser institute twitter | like us facebook please adhere commenting policy avoid banned . privately owned website , reserve right remove comment ban user time.comments contain spam , advertising , vulgarity , threats violence , racism , anti-semitism , personal abusive attacks users may removed result ban. -- follow instructions registering",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,canada almost < num > per cent fewer doctors per capita oecd average,"fraser institute , without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,awarenessact.com,conspiracy,< url >,"ever felt place apparent reason nothing seemed going right ? could mean psychically attacked need know combat things . think negative thoughts psychic attacks pushed onto need something . stop happening , keep controlling life . things come others often unintentional . see , someone jealous even ’ like things put world power realize . find list things help situations arise . < num > things feel psychic attacks heading way : pretty popular practice . meditation imagine white light solar plexus chakra point allow expand ever gently . breath , grow brighter . expands beyond borders body begin notice difference . think means clearing away negative feelings attacking body . known smudging . suggest using white sage easily accessible job . cleanse person home . rid negativity may lingering . research figure crystals work best specifically , black tourmaline works wonders . carry pocket every single day . get swing carrying crystals notice big change . < num > . enforce healthy boundaries . find attacks coming specific person limit presence life . one able hold power . bringing cutting essential . < num > . make clear longer affected . tell verbally longer let attacks bother affect life . setting intentions making clear broken . mentioned things put world hold power realize . < num > . meditate often strengthen aura . meditate much . clear mind really work bring deeper sense strength aura . much easier sounds .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< num > ways handle psychic attack,gerald sinclair,nan,[ `` ],nan,"energies , negative thoughts , protection , psychic , things , interesting , thoughts , psychic attacks , interest , manifesting , negative energies , steps",nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"subscribe canada free press free new type computer hardware could improve cyber security harsh environmental conditions improving cyber security harsh environments many people ’ worry security personal information ’ late . protecting data even important military personnel , whose lives could danger types information get wrong hands . , one group reports acs nano new way protect data , especially subjected extreme environmental conditions . according u.s. federal bureau investigation , financial loss cybercrime u.s. $ < num > billion < num > . number expected rise upcoming years , military , businesses individuals seeking new ways guard information . traditional methods involve installing software , require frequent updates large amounts power . result , experts proposed alternative security methods based hardware . physical unclonable function ( puf ) devices hold promise . random physical variations occur type hardware fabricated , creates unique structure impossible copy clone . current pufs sensitive harsh environments , making bad choice military outside use . yang-kyu choi colleagues wanted make new puf hardware would overcome challenge . researchers designed puf based nano-electro mechanical switches ( nems ) , often used circuits known low power consumption . nanowire contraption floats two gates . liquid used fabrication process naturally evaporates , wire bends adheres one gates . depending gate nanowire touching , < num > < num > generated . array several gates nanowires create unpredictable , unique code . nem-puf withstood exposure high temperatures , microwaves high-dose radiation . case data breach , self-destruct , providing additional layer security . “ nano-electromechanical switch based physical unclonable function highly robust stable performance harsh environments ” american chemical society , acs congressionally chartered independent membership organization represents professionals degree levels fields chemistry sciences involve chemistry . please adhere commenting policy avoid banned . privately owned website , reserve right remove comment ban user time.comments contain spam , advertising , vulgarity , threats violence , racism , anti-semitism , personal abusive attacks users may removed result ban. -- follow instructions registering",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,improving cyber security harsh environments,"american chemical society , without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,obama ’ greatest criminal history say trump joe arpaio forged birth certificate ( video ),< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,camouflage iza łysoń,baroness photos,nan,[ `` ],nan,nan,nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"subscribe canada free press free senate confirms pro-life hhs secretary nominee alex azar defeating democrat filibuster former clerk pro-life supreme court justice antonin scalia become next hhs secretary senate republicans approved alex azar today successfully turning back democrat filibuster yesterday . azar president donald trump ’ latest pro-life nominee key administrative position influence abortion policy . confirmed < num > - < num > . , azar , former top executive eli lilly company , become new health human services secretary replace tom price , pro-life former congressman left post september.—more… lifenews.com independent news agency devoted reporting news affects pro-life community . team experienced journalists bloggers , lifenews.com reaches < num > , < num > pro-life advocates week via web site , email news reports , social networking outreach weekday radio program . please adhere commenting policy avoid banned . privately owned website , reserve right remove comment ban user time.comments contain spam , advertising , vulgarity , threats violence , racism , anti-semitism , personal abusive attacks users may removed result ban. -- follow instructions registering",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,senate confirms pro-life hhs secretary nominee alex azar defeating democrat filibuster,"without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"canada – canadian government representative repeatedly refused say whether requirement employers sign pro-abortion attestation order receive summer job grants may expanded government programs . prime minister justin trudeau liberal government require employers affirm support abortion transgender “ rights ” order receive government grants hire students summer . facing backlash around world , even liberal media outlets.—more…",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,canada employment minister hints pro-abortion pledge could expanded grants,"news net , without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"black hole pushing stars around globular cluster headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! astronomers fascinated globular clusters ever since first observed 17th century . spherical collections stars among oldest known stellar systems universe , dating back early universe galaxies beginning grow evolve . clusters orbit centers galaxies , < num > known belong milky way alone . one clusters known ngc < num > , cluster located < num > , < num > light years away southern constellation vela . using eso ’ large telescope ( vlt ) paranal observatory chile , team astronomers recently studied cluster noticed something interesting . according study released , cluster appears black hole embedded . study appeared monthly notices royal astronomical society title “ detached stellar-mass black hole candidate globular cluster ngc < num > “ . study led benjamin giesers georg-august-university göttingen included members liverpool john moores university , queen mary university london , leiden observatory , institute astrophysics space sciences , eth zurich , leibniz institute astrophysics potsdam ( aip ) . sake study , team relied multi unit spectroscopic explorer ( muse ) instrument vlt observe ngc < num > . instrument unique way allows astronomers measure motions thousands far away stars simultaneously . course observations , team found one cluster ’ stars flung around speeds several hundred kilometers hour period < num > days . giesers explained eso press release : “ orbiting something completely invisible , mass four times sun — could black hole ! first one found globular cluster directly observing gravitational pull. ” finding rather unexpected , constitutes first time astronomers able detect inactive black hole heart globular cluster – meaning currently accreting matter surrounded glowing disc gas . also able estimate black hole ’ mass measuring movements star around thus extrapolating enormous gravitational pull . observed properties , team determined rapidly-moving star < num > times mass sun mass black hole counterpart around < num > times sun ’ mass . put ’ “ stellar-mass black hole ” category , stars exceeds maximum mass allowance neutron star , smaller supermassive black holes ( smbhs ) – exist centers galaxies . finding highly significant , first time astronomers observed stellar-mass black hole globular cluster . addition , confirms scientists suspecting years , thanks recent radio x-ray studies globular clusters detection gravity wave signals . basically , indicates black holes common globular clusters previously thought . “ recently , assumed almost black holes would disappear globular clusters short time systems like even exist ! ” said giesers . “ clearly case – discovery first direct detection gravitational effects stellar-mass black hole globular cluster . finding helps understanding formation globular clusters evolution black holes binary systems – vital context understanding gravitational wave sources. ” find also significant given relationship black holes globular clusters remains mysterious , highly important one . due high masses , compact volumes , great ages , astronomers believe clusters produced large number stellar-mass black holes course universe ’ history . discovery could therefore tell us much formation globular clusters , black holes , origins gravitational wave events . sure enjoy eso podcast explaining recent discovery : reading : eso , mnras post black hole pushing stars around globular cluster appeared first universe today . source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,black hole pushing stars around globular cluster,universe today,nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"'s news © people powered news ® valid < num > years unless revoked congress shall make law respecting establishment religion , prohibiting free exercise thereof ; abridging freedom speech , press ; right people peaceably assemble , petition government redress grievances .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,ram7932,nan,nan,[ `` ],nan,nan,nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"mark smyth former member s.a.e . ( society automotive engineers ) , mark smyth lifelong love machinery . driving tractor family farm age < num > , raced boats cars 1960s 1970s , powered gasoline alcohol fuels . even used hydrazine ( rocket fuel ) fuel additive drag racing , mark learned synthetic lubes chemist developed first synthetic lube oils certified u.s. military specs back < num > . recent articles mark smyth : aug < num > , < num > — mark smyth ‘ data new oil ’ : personal information world ’ valuable commodity noticed weeks ago tried post comment youtube video laptop , pointed icon onto comment section , showed full first last name posted comment , would agreeing setup youtube channel . ? ? ? firstly , would want use full legal real name never posted video youtube google trying sucker exposing full legal name ? ? apr < num > , < num > — mark smyth new ontario home tax offshore buyers raise $ < num > million first < num > , < num > homes sold . guesstimate mostly one bedroom condos selling $ < num > , < num > another huge percentage < num > , < num > homes selling middle half million dollar range . ’ tax rate < num > percent based selling price . two bedroom condo selling $ < num > , < num > rate give $ < num > , < num > government ontario canada . apr < num > , < num > — mark smyth watched late rebroadcast version nbc news monday night host lester holt american air base south korea . oldies goodies a10 warthog cold war spy u2 plane used holt gave us close report . great footage inside chase car follows takeoffs u2 extreme high altitude jet . flying since 1950s flies altitude < num > , < num > feet north korea midget dictator shoot . < num > , < num > feet < num > miles high . oct < num > , < num > — mark smyth polls favorable donald trump may overestimating support , state polls suggest one point article fails mention la times poll takes cross-country read every day < num > , < num > people , making accurate national polls , one-third sample size . la times poll mentions clinton ahead one point , failed honest reporting lead one day clinton < num > weeks exact poll . apr < num > , < num > — mark smyth < num > years anc , commie based political party , ruled south africa < num > years running stiff opposition upcoming election . jun < num > , < num > — mark smyth aware joint statement 76th annual u.s. conference mayors miami past week , boycott canadian gasoline made oil sands heavy crude , pay close attention .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,mark smyth,"without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"time factor : active shooter incidents headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! stephen bryen / american thinker terrorists , whether domestic foreign , organization-based truly lone wolf unconnected , important advantages favoring success attacks : exploit multiple vulnerabilities exist civil society ( notwithstanding whether terrorists operate democratic authoritarian states ) , time side . terrorists exploit shock time . much done remove shock equation . terrorist gun , bomb , knife truck wreak lot havoc . shock paralyze potential victims make hard law enforcement go perpetrator . israel , practically every adult military training , many israelis armed . successful attacks occurred ( bombings , shootings , vehicle attacks , knifings , name ) , advantage israel generally rapid reaction based simple fact armed citizens know terrorist attacks . rest world different . police presence help , even , certain scenarios terrorists effective . security guards also help , often first target intruder building facility . june < num > , white supremacist < num > -year-old james wenneker von brunn entered holocaust museum washington , dc rifle killed museum special police officer stephen tyrone johns . guards shot von brunn , wounded apprehended . important component terrorist incidents long takes law enforcement react neutralize attacker . las vegas time < num > sounded swat team destroyed hotel room door shooter took < num > minutes . gave shooter ample time use ten guns , even reloading killing < num > people wounding < num > others . las vegas well-trained swat teams . take < num > minutes ? question asked countless examples , whether bataclan night club paris , < num > nord-ost siege dubrovka theater moscow , virginia tech massacre < num > , washington navy yard attack navsea building september < num > , < num > san bernardino shooting , pulse nightclub shooting june , < num > . almost every case problem amounted “ time ” problem . time problem consists following issues : ( ) trying locate shooter ( b ) attempting reach shooter neutralize ( ) . even current security systems , easy locate shooter . reasons lack proper coverage cameras sensors leading many blind spots , inability interpret surveillance images available , fact shooter may moving around ( although would seem las vegas case , know , shooter operated hotel room smashed windows could fire country music festival ) . security systems united states , elsewhere world , designed < num > years ago . improvements made ( wifi digital cameras replacing old analog cameras ) , overall nature systems changed much . offer “ pictures ” different cameras flashed across computer screen tv monitor . someone command center supposed watch pictures sound alarm something happens “ see ” . type security “ system ” primarily valuable collecting forensic information incident suspect intrusion . video feed examined . even london , one wired-up cities world , takes police anywhere hours days make use surveillance camera video footage aid apprehending terrorist . obviously , helpful , would better camera feed could accessed direct fashion . israeli inventor lead manager installing security systems < num > sensitive israeli villages also built security system prison along egyptian border ( keep terrorists , keep prisoners ) , saw weakness current security systems set fix problem . name eran jedwab product called jedeye . first system bolt onto traditional security systems provide security guards police real-time situational awareness threat including full visualization facility campus . system installed locations united states . technologies also could useful , promoting “ hard sell ” united states . one gunshot detectors . gunshot detectors actually locate shooter millisecond , aim cameras shooter ’ location even slaved sniper rifles hands law enforcement . gunshot detectors past fixed place , today mobile gunshot detectors mounted police vehicles . companies offer products including shotspotter newark , california safety dynamics tucson , arizona . mobile gunshot detector las vegas , shooter would accurately located immediately . would help great deal department homeland security ( dhs ) proactive sponsoring testing new technology aimed reducing time takes neutralize active shooter intruder . dhs ( tsa ) spent heavily airport passenger baggage security systems , much rest underfunded neglected . time dhs , supported congress , go high gear sponsoring solutions reduce time takes stop terrorist . < url > read great articles : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,time factor : active shooter incidents,john rolls,nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"’ enraged find fbi did– < num > cities targeted % readers think story fact . add two cents . headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! lisa sometimes want scream top lungs atrocities surround us daily basis… well today one days ! morning rolled bed awake blare christian radio station buzzing background , “ ’ alarmed fbi aircrafts skies , collect video cell phone data. ” voice happily stammered playing next tune . since become acceptable promote government breaking law open airwaves satisfactory manner legal ? court approved fbi ’ usage aircrafts , yet pleased monitored anyone everyone deemed necessary . fact according associated press < num > states identified surveillance flights conducted fbi : — arizona : glendale , maricopa , mesa , phoenix , scottsdale , tempe . — california : anaheim , rancho cordova , richmond , sacramento , san diego , spring valley . — florida : cape coral . — illinois : chicago . — maryland : baltimore , columbia . — massachusetts : boston , brockton . — minnesota : minneapolis . — rhode island : providence . — texas : arlington , dallas , houston , plano . — virginia : arlington , fairfax , garrisonville , springfield . — washington : seattle , tacoma . — washington , d.c. wait gets worse ! ! ! breaking report… flight patterns also noted independent journalist sam richards , : critical reads need hear lisa ! click ! subscribe website : www.lisahavennews.net information see : < url > < url > < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,’ enraged find fbi did– < num > cities targeted,lisa,nan,[ `` ],nan,nan,nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"subscribe canada free press free cfp poetry online migraine nightmare walk silently lonely corridors mind . brain resonates howling echoes . seem enter exit endless doors hallways , none seem lead direction final destination . stutter steps traverse slowly carefully along darkened path littered broken fragments cobblestone . chest cavity feels cavernous empty canyon blistering summer ’ heat . heart beats rapid old railroad clock . head feels heavy anvil throbs pain . tongue dry sandy cactus . maddening howling wind back pushes forward aimless direction without purpose direction tumble weed . feel ’ cascading turbulent sea insanity , drenched perfuse sweat . suddenly bolt upright pillow realizing awoke purgatorial nightmare . illusion , devilish delusion , state total confusion . begin another day drudgery , another day ’ journey life ’ great unknown . copyright : joseph p. martino joseph p. martino authored < num > quotes poems . born < num > - < num > - < num > staten island , ny , spent army tour korea , served new york state peace officer < num > years . developed many innovations include safety fire prevention devices , suggestions reduce teen violence medical prescription reform , etc . johnny carson played patented practice baseball bat show . two pro baseball teams experimented practice bats pro football team used ankle exerciser . athletic teams use motivational quotations . martino played army semi-pro baseball , along sports . inventions featured associated press sports illustrated . traveled < num > countries . quotes poems published worldwide . please adhere commenting policy avoid banned . privately owned website , reserve right remove comment ban user time.comments contain spam , advertising , vulgarity , threats violence , racism , anti-semitism , personal abusive attacks users may removed result ban. -- follow instructions registering",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,migraine nightmare,"joseph p. martino , without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"prepare war : trump tours asia , eyes north korea % readers think story fact . add two cents . headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! intelligence pentagon officials high alert amid fears north korea planning ’ biggest ever missile test coincide president donald trump ’ visit south korea tuesday . foreign policy analysts say north korea goes launch president ’ visit , u.s. military retaliation assured . reports likely provocation north korea come extended period relative silence north korean dictator kim jong-un following sept. < num > launch . launch test trump visiting korean peninsula , currently surrounded u.s. battleships soldiers , would hermit kingdom ’ biggest show belligerence yet . dismay diplomacy experts , president made secret views north korea international menace wants deal militarily opportunity present . trump recent months ratcheted rhetoric north korea , calling jong-un “ rocket man ” earlier year classifying country ’ quest become world nuclear power “ suicide mission. ” august , president vowed north korean actions endanger american lives met “ fire fury. ” monday , trump met japanese prime minister shinzo abe discuss sale u.s. military equipment president said help bolster international protection agains north korean aggression . abe , trump said meeting agreed “ purchase massive amounts military equipment ” could used shoot long range missiles fired region . also monday , south korean officials announced new economic sanctions < num > north koreans ties country ’ nuclear program . reuters reported : < num > individuals south korean sanctions imposed directly affiliated north korean banks , according official government announcement finance minister uploaded interior ministry ’ website . “ people north korean financial institutions already sanctioned united nations , ” government official directly involved sanction development process told reuters . official asked anonymity authorized speak media . “ ’ high-ranking employees linked north korea ’ nuclear missile development program well north ’ foreign exchange procurement efforts. ” move seen many international watchers likely bolster north korea ’ desire send message missile launch trump ’ visit . launch occur trump south korea , president ’ proximity danger could play huge mental role future decisions makes u.s. military maneuvers region . recent north korean missile experiments , sound air raid sirens blaring nations throughout pacific become frequent reminder growing nuclear threat . trump decide u.s. military intervention warranted region , u.s. military-industrial complex certainly ready react . last week , pentagon briefed lawmakers military ’ likely course action , including note u.s. ground forces would needed country secure north korean nuclear sites following attack . post prepare war : trump tours asia , eyes north korea appeared first personal liberty® . source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,"prepare war : trump tours asia , eyes north korea",freedom bunker,nan,[ `` ],nan,nan,nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"subscribe canada free press free tired told bad guy america problem illegal means illegal : close border notice emphasis one word used twice title commentary : illegal . current real problem threat america ’ financial well-being cultural stability . invasion mexico reached epidemic proportions one power seems even notice problem . ’ fooled media hype . border crashers illegal aliens country . years back , political correctness tried tone harshness began calling illegal immigrants . even resent label . well , either illegal . next step call unauthorized immigrants eventually followed title unauthorized americans americans without citizenship . already referred undocumented workers . one sick tired mexico sending troops take . notice , say sick mexicans . tired illegal ( ’ word ) ones . tired breaking law bypassing legal steps become citizens . tired demanding amnesty immediate citizenship , right virtue presence country . slap face obey law earn legitimate citizenship . people become americans supposed learn language , pass tests , knowledge history political system appreciate respect country assimilated american culture . years past , time real immigration ellis island , america known melting pot . immigrants melt pot , pot ceases one pot unity , creating many pots individual cultures division . america ceased unique losing identity . tired real , genuine , bona fide americans called racist speak truth issue . illegals attending jackson/sharpton race card playing school learning lingo . wish would spend much time learning english… .... abiding law . tired law enforced . call crazy , ’ illegals arrested deported ? tired republicans democrats selling us river flip flop around spines jelly . always amazed politicians stand erect two legs without falling . takes spine , even walk upright ? ’ tired accusation acting like christian situation . christian means following law . christians always supposed right thing , lawbreakers exempt ? tired told computers , making phone call , press “ one ” continue english . everything automatically english , option press “ one ” spanish needed . tired illegals access government services funded americans . basically , tired told bad guy america problem . read somewhere recently , america private country borders laws , public park open access . joseph harris college professor pastor since < num > writings appeared worldnetdaily , sword lord , intellectual conservative , conservative daily news , land free . please adhere commenting policy avoid banned . privately owned website , reserve right remove comment ban user time.comments contain spam , advertising , vulgarity , threats violence , racism , anti-semitism , personal abusive attacks users may removed result ban. -- follow instructions registering",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,illegal means illegal : close border,"joseph harris , without america , free world .",nan,[ `` ],nan,nan,nan
< num >,< num >,beforeitsnews.com,fake,< url >,"integrated non-usd platforms headline : bitcoin & blockchain searches exceed trump ! blockchain stocks next ! news.goldseek.com / : jim willie cb , goldenjackass.com / < num > december < num > many new integrated non-usd platforms devised constructed china finally critical mass . threaten king dollar global currency reserve . clearly , usdollar displaced trade banking without viable replacement widespread daily usage . two years ago , critics could point viable integrated system outside usd realm . . integration commercial , construction , financial , transaction , investment , even security systems finally described critical mass displacing usdollar . king dollar faces competition real nature . jackass promoted major theme last several months , dual universe . first usgovt admit fight non-usd movement globally . forceful means would involve sanctions multiple nations , war russia & china . value together formidable halting financial battles becoming global war . united states prefers invade destroy indefensible nations like libya , iraq , ukraine , syria , proxy yemen . usmilitary appears formidable undeveloped nations , seeking destroy infra-structure entire economies , pursuit common langley theme destabilization . process , usmilitary since korean war killed < num > million civilians , figure receiving increased publicity . eastern nations opponents us financial hegemony tolerate abuse longer . organizing massive scale last several years . ironically , absent stability seen united states coming full circle . deep division good versus evil , honest versus corrupt , renewed development versus endless war , come light front center within numerous important usgovt offices agencies . shape us nation change loss usdollar ’ status global currency reserve . starting point global resistance king dollar < num > / < num > onset war terror . aptly described war terror waged usgovt smokescreen global narcotics monopoly tighter control usd movements . later , following lehman failure ( killjob jpmorgan goldman sachs ) installation zero interest rate policy quantitative easing fixed monetary policies , community nations objecting fiercely . zero bound rates greatly distorted asset valuations financial markets . hyper monetary inflation works destroy capital recognized steps . ( zirp & qe ) last ditch desperation policies designed enable much larger liquidity insolvent banking structures . without , big us banks would suffer failure . also provide cover amplified relief efforts directed multi- $ trillion derivative mountain . way , global tolerate unbridled monetary inflation undermines global banking reserves . read post integrated non-usd platforms appeared first silver people . source : < url >",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,integrated non-usd platforms,nan,nan,[ `` ],nan,nan,nan
< num >,< num >,canadafreepress.com,conspiracy,< url >,"“ voice voice , people always brought bidding leaders . tell attacked denounce pacifists lack patriotism exposing country danger . works country. ” —hermann goering , german military commander hitler ’ designated successor lessons united states learned late allowing freedoms eviscerated exchange phantom promise security . remains seen whether france , standing united states < num > years ago , follow america ’ footsteps grapples best way shore defenses , draw delicate line balancing security liberty , means secure justice whose lives taken . , sense shock . shocking images carnage grief dominating news . disbelief anyone could hateful , monstrous , evil another human . outpourings support unity around world . shared fear could easily happened us loved ones . beware mammoth legislation expands government ’ powers citizenry ’ expense . rushed congress mere < num > days < num > / < num > attacks , usa patriot act drove stake heart bill rights , undermined civil liberties , expanded government ’ powers opened door far-reaching surveillance government american citizens . pre-emptive strikes lead blowback . content wage war afghanistan , served base osama bin laden , u.s. embarked pre-emptive war iraq order “ stop adversary challenging america ’ military superiority adopt strike-first policy terrorist threats ‘ 're fully formed. ’ ” still suffering consequences failed policy , resulted lives lost , taxpayer dollars wasted , fomenting hatred u.s. radicalization terrorist cells . war costly . many reasons go war , advocated u.s. remain war , year year , entities profited endless military occupations exercises . thus far , u.s. taxpayer made shell $ < num > trillion “ military operations , training security forces afghanistan iraq , weapons maintenance , base support , reconstruction , embassy maintenance , foreign aid , veterans ’ medical care , well war-related intelligence operations tracked pentagon ” since < num > . estimates account war-related spending , veterans ’ benefits various promissory notes place figure closer $ < num > trillion . also include < num > , < num > civilians killed far , < num > million refugees displaced homes result endless drone strikes violence . advocating torture makes better terrorists . horrors took place abu ghraib , american-run prison iraq , continue shock decency . photographs leaked media depicted “ us military personnel humiliating , hurting abusing iraqi prisoners myriad perverse ways . american servicemen women smiled gave thumbs , naked men threatened dogs , hooded , forced sexual positions , placed standing wires attached bodies , left bleeding prison floors. ” adding descent moral depravity , united states government legalized use torture , including waterboarding , violation international law continues sanction human rights violations pursuit national security . ramifications far-reaching , local police employing similar torture tactics secret locations homan square chicago . allowing government spy citizenry reduce acts terrorism , result watched , submissive , surveillance society . byproduct post < num > / < num > -age live , whether ’ walking store , driving car , checking email , talking friends family phone , sure government agency , whether nsa entity , listening tracking behavior . ’ even begin touch corporate trackers google monitor purchases , web browsing , facebook posts activities taking place cyber sphere . becoming data collected government files . chilling effect endless surveillance anxious submissive citizenry . ’ become distracted news cycle lose sight government . average american hard time keeping remembering “ events , ” manufactured otherwise , occur like clockwork keep us distracted , deluded , amused , insulated reality american police state . whether events critical unimportant , ’ bombarded wall-to-wall news coverage news cycles change every days , ’ difficult stay focused one thing—namely , holding government accountable abiding rule law—and powers-that-be understand . way , regularly scheduled trivia and/or distractions keep citizenry tuned various breaking news headlines entertainment spectacles also keep tuned government ’ steady encroachments freedoms . stop holding government accountable rule law , laws abides ones used clamp citizenry . failed hold government officials accountable abiding rule law , american people found saddled government skirts , flouts violates constitution little consequence . overcriminalization , asset forfeiture schemes , police brutality , profit-driven prisons , warrantless surveillance , swat team raids , indefinite detentions , covert agencies , secret courts egregious practices carried government operates beyond reach law . turn country battlefield , citizens enemy combatants , law enforcement officers extensions military . standing army—something propelled early colonists revolution—strips citizenry vestige freedom . semblance freedom tanks streets , military encampments cities , blackhawk helicopters armed drones patrolling overhead ? reason established america vested control military civilian government , civilian commander-in-chief . want military government , ruled force . rather , opted republic bound rule law : u.s. constitution . unfortunately , america find struggling retain semblance freedom face police law enforcement agencies look act like military little regard fourth amendment , laws ndaa allow military arrest indefinitely detain american citizens , military drills acclimate american people sight armored tanks streets , military encampments cities , combat aircraft patrolling overhead . long remain fearful distrustful , incapable standing united threats posed power-hungry government . early , u.s. officials solved problem implement authoritarian policies without incurring citizen uprising : fear . powers-that-be want us feel threatened forces beyond control ( terrorists , shooters , bombers ) . want us afraid dependent government militarized armies safety well-being . , want us distrustful , divided prejudices , ’ throats . trade freedom security , terrorists win . ’ walked strange harrowing road since september < num > , < num > , littered debris once-vaunted liberties . gone nation took great pride model representative democracy model persuade freedom-loving people march lockstep police state . , proven osama bin laden right . warned “ freedom human rights america doomed . u.s. government lead american people — west general — unbearable hell choking life. ” sum things , destruction began < num > / < num > terror attacks expanded all-out campaign terror , trauma , acclimation indoctrination aimed getting americans used life american police state . bogeyman ’ names faces change time , end result remains : unquestioning acquiescence anything government wants exchange phantom promise safety security transitioned us life society government agents routinely practice violence citizens , conjunction corporate state , spying intimate details personal lives . lesson learned , document book battlefield america : war american people , simply : start road towards police state , difficult turn back .",< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,< date > < num > : < num > : < num >,france post- < num > / < num > america : lessons learned late,"john w. whitehead , without america , free world .",nan,[ `` ],nan,nan,nan
